code,type,text,weight
love_C1_hwa_ex_water,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_hwa_ex_water,state,불기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_C1_hwa_ex_wood,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_hwa_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_C1_hwa_ex_wood,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_hwa_ex_wood,state,불기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_C1_mok_df_earth,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_df_earth,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_df_earth,state,목기운이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_C1_mok_df_fire,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_df_fire,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_df_fire,state,목기운이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_C1_mok_df_water,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_df_water,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_df_water,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_df_water,state,목기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_C1_mok_df_wood,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_df_wood,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_df_wood,state,목기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_C1_mok_ex_earth,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_ex_earth,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_ex_earth,state,목기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_C1_mok_ex_fire,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_ex_fire,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_ex_fire,state,목기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_C1_mok_ex_water,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_ex_water,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_ex_water,state,목기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_C1_mok_ex_wood,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_mok_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_C1_mok_ex_wood,action,오해 살 말은 피하시오. 남길 것은 내일로 넘기시오.,1
love_C1_mok_ex_wood,state,목기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_C1_su_df_earth,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_df_earth,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_df_earth,state,물기운이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_C1_su_df_fire,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_df_fire,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_df_fire,state,물기운이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_C1_su_df_water,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_df_water,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_df_water,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_df_water,state,물기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_C1_su_df_wood,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_df_wood,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_df_wood,state,물기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_C1_su_ex_earth,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_ex_earth,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_ex_earth,state,물기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_C1_su_ex_fire,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_ex_fire,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_ex_fire,state,물기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_C1_su_ex_water,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_ex_water,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_ex_water,state,물기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_C1_su_ex_wood,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_su_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_C1_su_ex_wood,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_su_ex_wood,state,물기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_C1_to_df_earth,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_df_earth,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_df_earth,state,토기운이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_C1_to_df_fire,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_df_fire,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_df_fire,state,토기운이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_C1_to_df_water,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_df_water,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_df_water,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_df_water,state,토기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_C1_to_df_wood,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_df_wood,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_df_wood,state,토기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_C1_to_ex_earth,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_ex_earth,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_ex_earth,state,토기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_C1_to_ex_fire,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_ex_fire,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_ex_fire,state,토기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_C1_to_ex_water,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_ex_water,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_ex_water,state,토기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_C1_to_ex_wood,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_C1_to_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_C1_to_ex_wood,action,감정적인 말은 아끼시오. 쉬운 것부터 다루시오.,1
love_C1_to_ex_wood,state,토기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D,intro,연애운이 흐리오. 억지로 좋게 볼 일은 아니오.,1
love_D,intro,마음의 기운은 막혀 있소. 밀어붙이지 마시오.,1
love_D,effect,관계는 뜻대로 가지 않을 수 있소.,1
love_D,effect,작은 일도 크게 느껴질 수 있소.,1
love_D,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_geum_df_earth,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_df_earth,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_df_earth,state,분별이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_D_geum_df_fire,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_df_fire,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_df_fire,state,분별이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_geum_df_water,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_df_water,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_df_water,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_df_water,state,분별이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_geum_df_wood,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_df_wood,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_df_wood,state,분별이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_geum_ex_earth,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_ex_earth,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_ex_earth,state,분별이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_D_geum_ex_fire,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_ex_fire,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_ex_fire,state,분별이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_geum_ex_water,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_ex_water,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_ex_water,state,분별이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_geum_ex_wood,intro,연애운은 분별이 흔들리오. 욕심을 낮추시오.,1
love_D_geum_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 분별이 날카로워 말이 앞설 수 있소.,1
love_D_geum_ex_wood,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_geum_ex_wood,state,분별이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_hwa_df_earth,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_df_earth,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_df_earth,state,불기운이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_D_hwa_df_fire,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_df_fire,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_df_fire,state,불기운이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_hwa_df_water,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_df_water,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_df_water,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_df_water,state,불기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_hwa_df_wood,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_df_wood,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_df_wood,state,불기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_hwa_ex_earth,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_ex_earth,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_ex_earth,state,불기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_D_hwa_ex_fire,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_ex_fire,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_ex_fire,state,불기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_hwa_ex_water,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_ex_water,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_ex_water,state,불기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_hwa_ex_wood,intro,연애운은 불기운이 흔들리오. 욕심을 낮추시오.,1
love_D_hwa_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 열기가 앞서 일이 커질 수 있소.,1
love_D_hwa_ex_wood,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_hwa_ex_wood,state,불기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_mok_df_earth,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_df_earth,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_df_earth,state,목기운이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_D_mok_df_fire,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_df_fire,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_df_fire,state,목기운이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_mok_df_water,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_df_water,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_df_water,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_df_water,state,목기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_mok_df_wood,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_df_wood,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_df_wood,state,목기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_mok_ex_earth,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_ex_earth,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_ex_earth,state,목기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_D_mok_ex_fire,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_ex_fire,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_ex_fire,state,목기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_mok_ex_water,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_ex_water,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_ex_water,state,목기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_mok_ex_wood,intro,연애운은 목기운이 흔들리오. 욕심을 낮추시오.,1
love_D_mok_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 가지가 퍼져 마음이 흐트러질 수 있소.,1
love_D_mok_ex_wood,action,오해 살 말은 피하시오. 회복할 틈을 남기시오.,1
love_D_mok_ex_wood,state,목기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_su_df_earth,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_df_earth,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_df_earth,state,물기운이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_D_su_df_fire,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_df_fire,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_df_fire,state,물기운이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_su_df_water,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_df_water,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_df_water,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_df_water,state,물기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_su_df_wood,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_df_wood,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_df_wood,state,물기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_su_ex_earth,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_ex_earth,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_ex_earth,state,물기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_D_su_ex_fire,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_ex_fire,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_ex_fire,state,물기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_su_ex_water,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_ex_water,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_ex_water,state,물기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_su_ex_wood,intro,연애운은 물기운이 흔들리오. 욕심을 낮추시오.,1
love_D_su_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 마음이 흔들려 결정이 밀릴 수 있소.,1
love_D_su_ex_wood,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_su_ex_wood,state,물기운이 과해 조절이 필요하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_to_df_earth,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_df_earth,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_D_to_df_earth,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_to_df_earth,state,토기운이 약해 한 번 더 살펴야 하오. 차분한 기운이 속도를 낮추오.,1
love_D_to_df_fire,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_df_fire,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_D_to_df_fire,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_to_df_fire,state,토기운이 약해 한 번 더 살펴야 하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_to_df_water,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_df_water,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_D_to_df_water,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_to_df_water,state,토기운이 약해 한 번 더 살펴야 하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_to_df_wood,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_df_wood,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_D_to_df_wood,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_to_df_wood,state,토기운이 약해 한 번 더 살펴야 하오. 변화가 많아 생각이 퍼질 수 있소.,1
love_D_to_ex_earth,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_ex_earth,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_D_to_ex_earth,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_to_ex_earth,state,토기운이 과해 조절이 필요하오. 차분한 기운이 속도를 낮추오.,1
love_D_to_ex_fire,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_ex_fire,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_D_to_ex_fire,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_to_ex_fire,state,토기운이 과해 조절이 필요하오. 밝은 기운에 말이 빨라질 수 있소.,1
love_D_to_ex_water,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_ex_water,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
love_D_to_ex_water,action,감정적인 말은 아끼시오. 오늘은 조용히 넘기시오.,1
love_D_to_ex_water,state,토기운이 과해 조절이 필요하오. 물기운이 깊어 결론이 늦을 수 있소.,1
love_D_to_ex_wood,intro,연애운은 토기운이 흔들리오. 욕심을 낮추시오.,1
love_D_to_ex_wood,effect,관계는 작은 일도 번거로울 수 있소. 안전만 찾다 마음이 무거워질 수 있소.,1
